,id,name,category,collection,hex,lrv,link
2646,1009-8,Magician's Cloak,Purple,,#714061,8.021,valspar.com//en/colors/browse-colors/lowes/purple/magicians-cloak-1009-8
2647,8002-12G,Smoked Paprika,Orange,,#7f3d29,8.0,valspar.com//en/colors/browse-colors/lowes/orange/smoked-paprika-8002-12g
2648,8003-22G,Wagon Train,Yellow,,#654a24,8.0,valspar.com//en/colors/browse-colors/lowes/yellow/wagon-train-8003-22g
2649,8003-39G,Long Water,Blue,,#3c5355,8.0,valspar.com//en/colors/browse-colors/lowes/blue/long-water-8003-39g
2650,8002-44G,Kate's Ring,Blue,,#01537f,8.0,valspar.com//en/colors/browse-colors/lowes/blue/kates-ring-8002-44g
2651,8002-37G,Toadstool Teal,Blue,,#015d61,8.0,valspar.com//en/colors/browse-colors/lowes/blue/toadstool-teal-8002-37g
2652,8001-44G,Strong Will,Blue,,#214f86,8.0,valspar.com//en/colors/browse-colors/lowes/blue/strong-will-8001-44g
2653,8005-12G,Bittersweet Molasses,Black,,#534c4c,8.0,valspar.com//en/colors/browse-colors/lowes/black/bittersweet-molasses-8005-12g
2654,8004-18G,Jungle Beat,Brown,,#61492b,8.0,valspar.com//en/colors/browse-colors/lowes/brown/jungle-beat-8004-18g
2655,M247,Hickory Chips,Brown,The Bold Collection,#69492a,7.992,valspar.com//en/colors/browse-colors/independent-retailers/brown/hickory-chips-m247
2656,2011-6,Cowboy Suede,Orange,,#76422d,7.977,valspar.com//en/colors/browse-colors/lowes/orange/cowboy-suede-2011-6
2657,4005-4C,Motor City Blue,Blue,,#415262,7.971,valspar.com//en/colors/browse-colors/lowes/blue/motor-city-blue-4005-4c
2658,2005-9A,Boston Legacy,Brown,The Classic Collection,#624b3f,7.958,valspar.com//en/colors/browse-colors/lowes/brown/boston-legacy-2005-9a
2659,3011-8,Dark Earth,Orange,,#684930,7.919,valspar.com//en/colors/browse-colors/lowes/orange/dark-earth-3011-8
2660,4004-4C,Midnight Shadow,Purple,,#405162,7.899,valspar.com//en/colors/browse-colors/lowes/purple/midnight-shadow-4004-4c
2661,V043-6,Pomegranate Seeds,Red,Popular,#8d2e32,7.877,valspar.com//en/colors/browse-colors/independent-retailers/red/pomegranate-seeds-v043-6
2662,P026,Rainforest Retreat,Green,The Classic Collection,#015e3d,7.876,valspar.com//en/colors/browse-colors/independent-retailers/green/rainforest-retreat-p026
2663,5009-5,Northern Hemisphere,Green,,#015b51,7.86,valspar.com//en/colors/browse-colors/lowes/green/northern-hemisphere-5009-5
2664,1001-7A,Sweet Currant,Purple,,#5c4a50,7.779,valspar.com//en/colors/browse-colors/lowes/purple/sweet-currant-1001-7a
2665,6009-5,Wilderness,Green,,#365542,7.734,valspar.com//en/colors/browse-colors/lowes/green/wilderness-6009-5
2666,V062-6,Emerald Temple,Green,,#285838,7.714,valspar.com//en/colors/browse-colors/independent-retailers/green/emerald-temple-v062-6
2667,V072-6,Kate's Ring,Blue,,#01537f,7.694,valspar.com//en/colors/browse-colors/independent-retailers/blue/kates-ring-v072-6
2668,1001-3A,Velvet Beret,Purple,,#5a466b,7.677,valspar.com//en/colors/browse-colors/lowes/purple/velvet-beret-1001-3a
2669,1011-2,Fabulous Red,Red,Popular,#942425,7.671,valspar.com//en/colors/browse-colors/lowes/red/fabulous-red-1011-2
2670,V082-6,Chocolate Bonbon,Brown,Popular,#6c442d,7.576,valspar.com//en/colors/browse-colors/independent-retailers/brown/chocolate-bonbon-v082-6
2671,M237,Hatter's Plush,Purple,The Bold Collection,#5f4273,7.548,valspar.com//en/colors/browse-colors/independent-retailers/purple/hatters-plush-m237
2672,V071-6,Cravin' Cobalt,Blue,,#01557d,7.523,valspar.com//en/colors/browse-colors/independent-retailers/blue/cravin-cobalt-v071-6
2673,V065-6,Planet Earth,Blue,,#015b52,7.521,valspar.com//en/colors/browse-colors/independent-retailers/blue/planet-earth-v065-6
2674,M158,Jungle Beat,Brown,The Natural Collection,#61492b,7.516,valspar.com//en/colors/browse-colors/independent-retailers/brown/jungle-beat-m158
2675,T596,Middle Earth,Brown,The Classic Collection,#624830,7.493,valspar.com//en/colors/browse-colors/independent-retailers/brown/middle-earth-t596
2676,P040,Thrill Ride,Red,The Classic Collection,#8c2840,7.442,valspar.com//en/colors/browse-colors/independent-retailers/red/thrill-ride-p040
2677,1004-7A,Purple Earth,Purple,,#624647,7.44,valspar.com//en/colors/browse-colors/lowes/purple/purple-earth-1004-7a
2678,V098-6,Thunderbolt,Green,,#455042,7.429,valspar.com//en/colors/browse-colors/independent-retailers/green/thunderbolt-v098-6
2679,T583,Uluru Sunset,Red,The Classic Collection,#704036,7.38,valspar.com//en/colors/browse-colors/independent-retailers/red/uluru-sunset-t583
2680,6003-2C,Turkish Coffee,Black,,#534c41,7.377,valspar.com//en/colors/browse-colors/lowes/black/turkish-coffee-6003-2c
2681,V084-6,Incognito,Brown,Popular,#604735,7.328,valspar.com//en/colors/browse-colors/independent-retailers/brown/incognito-v084-6
2682,T513,Wine Cask,Red,The Classic Collection,#862f31,7.304,valspar.com//en/colors/browse-colors/independent-retailers/red/wine-cask-t513
2683,V143-6,Japanese Seaweed,Black,"Popular,2023 Color Of The Year",#494e42,7.3,valspar.com//en/colors/browse-colors/independent-retailers/black/japanese-seaweed-v143-6
2684,5002-2C,Sable Calm,Black,,#494e49,7.29,valspar.com//en/colors/browse-colors/lowes/black/sable-calm-5002-2c
2685,T594,Deeply Deanna,Brown,The Classic Collection,#63453a,7.272,valspar.com//en/colors/browse-colors/independent-retailers/brown/deeply-deanna-t594
2686,V132-6,Buckeye,Brown,,#5b4937,7.25,valspar.com//en/colors/browse-colors/independent-retailers/brown/buckeye-v132-6
2687,1010-6,Stoic,Red,,#6d3f48,7.223,valspar.com//en/colors/browse-colors/lowes/red/stoic-1010-6
2688,P104,Urban Oasis,Black,The Classic Collection,#375054,7.206,valspar.com//en/colors/browse-colors/independent-retailers/black/urban-oasis-p104
2689,V042-6,Rushing Red,Red,,#80323c,7.205,valspar.com//en/colors/browse-colors/independent-retailers/red/rushing-red-v042-6
2690,5009-2,Rogue Blue,Blue,,#424d58,7.178,valspar.com//en/colors/browse-colors/lowes/blue/rogue-blue-5009-2
2691,T607,Devon Green,Green,The Classic Collection,#3a5049,7.138,valspar.com//en/colors/browse-colors/independent-retailers/green/devon-green-t607
2692,V142-6,Vintage Frame,Black,Popular,#4c4b46,7.063,valspar.com//en/colors/browse-colors/independent-retailers/black/vintage-frame-v142-6
2693,V080-6,Molten Sulphur,Red,,#703d3d,7.06,valspar.com//en/colors/browse-colors/independent-retailers/red/molten-sulphur-v080-6
2694,4006-2C,Hematite,Black,Popular,#484b50,7.018,valspar.com//en/colors/browse-colors/lowes/black/hematite-4006-2c
2695,8003-19G,Middle Earth,Yellow,,#624830,7.0,valspar.com//en/colors/browse-colors/lowes/yellow/middle-earth-8003-19g
2696,8004-23G,Wood Pigeon,Green,,#534828,7.0,valspar.com//en/colors/browse-colors/lowes/green/wood-pigeon-8004-23g
2697,8004-38G,Cadet Song,Blue,,#334c57,7.0,valspar.com//en/colors/browse-colors/lowes/blue/cadet-song-8004-38g
2698,8004-37G,Mountain Midnight,Blue,,#344c52,7.0,valspar.com//en/colors/browse-colors/lowes/blue/mountain-midnight-8004-37g
2699,8002-42G,Back of Beyond,Blue,,#015474,7.0,valspar.com//en/colors/browse-colors/lowes/blue/back-of-beyond-8002-42g
2700,8006-1G,Timber Green,Brown,,#4d4b41,7.0,valspar.com//en/colors/browse-colors/lowes/brown/timber-green-8006-1g
2701,8005-9G,Boston Brown Bread,Brown,,#614632,7.0,valspar.com//en/colors/browse-colors/lowes/brown/boston-brown-bread-8005-9g
2702,8005-8G,Buckeye,Brown,,#5b4937,7.0,valspar.com//en/colors/browse-colors/lowes/brown/buckeye-8005-8g
2703,8005-10G,Momentous Occasion,Brown,,#57483d,7.0,valspar.com//en/colors/browse-colors/lowes/brown/momentous-occasion-8005-10g
2704,8004-4G,Soul Searching,Brown,,#594645,7.0,valspar.com//en/colors/browse-colors/lowes/brown/soul-searching-8004-4g
2705,8006-7F,Sooty Lashes,Gray,,#454b4f,7.0,valspar.com//en/colors/browse-colors/lowes/gray/sooty-lashes-8006-7f
2706,8006-12F,Soft Panther,Gray,,#4d494c,7.0,valspar.com//en/colors/browse-colors/lowes/gray/soft-panther-8006-12f
2707,T503,Fire Agate,Red,The Classic Collection,#78363c,6.997,valspar.com//en/colors/browse-colors/independent-retailers/red/fire-agate-t503
2708,5001-4C,Slate Court,Black,,#414d4f,6.987,valspar.com//en/colors/browse-colors/lowes/black/slate-court-5001-4c
2709,V145-6,Timber Green,Gray,,#4d4b41,6.984,valspar.com//en/colors/browse-colors/independent-retailers/gray/timber-green-v145-6
2710,2009-9,Western Brown,Red,,#694134,6.981,valspar.com//en/colors/browse-colors/lowes/red/western-brown-2009-9
2711,V126-6,Soul Searching,Neutral,,#594645,6.96,valspar.com//en/colors/browse-colors/independent-retailers/neutral/soul-searching-v126-6
2712,M331,Deep Desert Shadow,Brown,The Soft Collection,#504a3c,6.942,valspar.com//en/colors/browse-colors/independent-retailers/brown/deep-desert-shadow-m331
2713,V130-6,Momentous Occasion,Brown,,#57483d,6.937,valspar.com//en/colors/browse-colors/independent-retailers/brown/momentous-occasion-v130-6
2714,V140-6,Model T,Black,Popular,#464c47,6.913,valspar.com//en/colors/browse-colors/independent-retailers/black/model-t-v140-6
2715,V041-6,Pickled Beet,Red,,#7c3147,6.892,valspar.com//en/colors/browse-colors/independent-retailers/red/pickled-beet-v041-6
2716,V124-6,Soft Panther,Black,Popular,#4d494c,6.89,valspar.com//en/colors/browse-colors/independent-retailers/black/soft-panther-v124-6
2717,V113-3,Sooty Lashes,Black,Popular,#454b4f,6.884,valspar.com//en/colors/browse-colors/independent-retailers/black/sooty-lashes-v113-3
2718,1011-3,Quite Red,Red,Popular,#93161f,6.869,valspar.com//en/colors/browse-colors/lowes/red/quite-red-1011-3
2719,4001-4C,Purple Fury,Purple,,#534654,6.862,valspar.com//en/colors/browse-colors/lowes/purple/purple-fury-4001-4c
2720,V066-6,Fish Tale,Blue,,#01555b,6.808,valspar.com//en/colors/browse-colors/independent-retailers/blue/fish-tale-v066-6
2721,V078-6,Merlot,Red,Popular,#663f44,6.761,valspar.com//en/colors/browse-colors/independent-retailers/red/merlot-v078-6
2722,1002-9A,Mystic Taupe,Brown,,#574540,6.713,valspar.com//en/colors/browse-colors/lowes/brown/mystic-taupe-1002-9a
2723,M101,Raspberry Truffle,Red,The Natural Collection,#57444a,6.678,valspar.com//en/colors/browse-colors/independent-retailers/red/raspberry-truffle-m101
2724,T501,Moon Rock,Black,The Classic Collection,#4f4845,6.662,valspar.com//en/colors/browse-colors/independent-retailers/black/moon-rock-t501
2725,4007-2C,Blindfold,Black,Popular,#454a4c,6.655,valspar.com//en/colors/browse-colors/lowes/black/blindfold-4007-2c
2726,4007-4C,Night View,Black,Popular,#3d4b54,6.628,valspar.com//en/colors/browse-colors/lowes/black/night-view-4007-4c
2727,V138-6,Cadet Song,Black,2023 Color Of The Year,#334c57,6.612,valspar.com//en/colors/browse-colors/independent-retailers/black/cadet-song-v138-6
2728,V104-6,Rugged Teal,Blue,,#244e59,6.58,valspar.com//en/colors/browse-colors/independent-retailers/blue/rugged-teal-v104-6
2729,M310,Naval Night,Black,The Soft Collection,#424a4b,6.572,valspar.com//en/colors/browse-colors/independent-retailers/black/naval-night-m310
2730,V139-6,Mountain Midnight,Black,Popular,#344c52,6.532,valspar.com//en/colors/browse-colors/independent-retailers/black/mountain-midnight-v139-6
2731,1006-7A,Brown Plum,Red,,#663d3a,6.51,valspar.com//en/colors/browse-colors/lowes/red/brown-plum-1006-7a
2732,V067-6,Bankson Lake,Blue,,#01535d,6.493,valspar.com//en/colors/browse-colors/independent-retailers/blue/bankson-lake-v067-6
2733,M306,Deep Sea Dive,Blue,The Soft Collection,#015261,6.493,valspar.com//en/colors/browse-colors/independent-retailers/blue/deep-sea-dive-m306
2734,2011-9,Soul Chocolate,Red,,#624035,6.457,valspar.com//en/colors/browse-colors/lowes/red/soul-chocolate-2011-9
2735,4005-2C,Muskeg Grey,Black,Popular,#46484a,6.452,valspar.com//en/colors/browse-colors/lowes/black/muskeg-grey-4005-2c
2736,4009-7,Indigo Cloth,Blue,Popular,#1f4c68,6.443,valspar.com//en/colors/browse-colors/lowes/blue/indigo-cloth-4009-7
2737,V076-6,Ripe Mulberry,Purple,,#594052,6.384,valspar.com//en/colors/browse-colors/independent-retailers/purple/ripe-mulberry-v076-6
2738,V069-6,Gulf Coast,Blue,,#015068,6.299,valspar.com//en/colors/browse-colors/independent-retailers/blue/gulf-coast-v069-6
2739,4011-5,Newport Gray,Blue,,#214c5f,6.279,valspar.com//en/colors/browse-colors/lowes/blue/newport-gray-4011-5
2740,1004-9A,Piano Brown,Brown,Popular,#5b413b,6.271,valspar.com//en/colors/browse-colors/lowes/brown/piano-brown-1004-9a
2741,M338,Fingal's Cave,Blue,The Soft Collection,#0d4c67,6.241,valspar.com//en/colors/browse-colors/independent-retailers/blue/fingals-cave-m338
2742,V068-6,Ocean Radiance,Blue,,#015063,6.236,valspar.com//en/colors/browse-colors/independent-retailers/blue/ocean-radiance-v068-6
2743,V040-6,Ruby Nights,Purple,Popular,#68374e,6.236,valspar.com//en/colors/browse-colors/independent-retailers/purple/ruby-nights-v040-6
2744,M209,Brave New Teal,Blue,The Bold Collection,#014f63,6.219,valspar.com//en/colors/browse-colors/independent-retailers/blue/brave-new-teal-m209
2745,V077-6,Royal Velvet,Red,,#5e3b55,6.218,valspar.com//en/colors/browse-colors/independent-retailers/red/royal-velvet-v077-6
2746,V107-6,Deep Pacific,Blue,2022 Color Of The Year,#274b5e,6.194,valspar.com//en/colors/browse-colors/independent-retailers/blue/deep-pacific-v107-6
2747,1009-4,Cut Ruby,Red,Popular,#8a181f,6.179,valspar.com//en/colors/browse-colors/lowes/red/cut-ruby-1009-4
2748,V111-6,Blue Fedora,Purple,,#30495e,6.171,valspar.com//en/colors/browse-colors/independent-retailers/purple/blue-fedora-v111-6
2749,V075-6,Dried Lilacs,Purple,,#524055,6.089,valspar.com//en/colors/browse-colors/independent-retailers/purple/dried-lilacs-v075-6
2750,8003-48G,Emperor,Purple,,#40425a,6.0,valspar.com//en/colors/browse-colors/lowes/purple/emperor-8003-48g
2751,8003-47G,Skyline,Purple,,#404565,6.0,valspar.com//en/colors/browse-colors/lowes/purple/skyline-8003-47g
2752,8003-2G,Plummy Rouge,Purple,,#5a4050,6.0,valspar.com//en/colors/browse-colors/lowes/purple/plummy-rouge-8003-2g
2753,8002-48G,Bon Vivant,Purple,,#503f5b,6.0,valspar.com//en/colors/browse-colors/lowes/purple/bon-vivant-8002-48g
2754,8001-47G,Merlin's Robes,Purple,,#3d4281,6.0,valspar.com//en/colors/browse-colors/lowes/purple/merlins-robes-8001-47g
2755,8001-2G,Comtesse,Purple,,#633570,6.0,valspar.com//en/colors/browse-colors/lowes/purple/comtesse-8001-2g
2756,8003-41G,Deep Galaxy,Blue,,#2b4a56,6.0,valspar.com//en/colors/browse-colors/lowes/blue/deep-galaxy-8003-41g
2757,8002-45G,Encore,Blue,,#0f456e,6.0,valspar.com//en/colors/browse-colors/lowes/blue/encore-8002-45g
2758,8002-41G,Mariana Trench,Blue,,#1a4858,6.0,valspar.com//en/colors/browse-colors/lowes/blue/mariana-trench-8002-41g
2759,8002-38G,Deep Water,Blue,,#01535d,6.0,valspar.com//en/colors/browse-colors/lowes/blue/deep-water-8002-38g
2760,8006-2G,Ebony Keys,Black,,#4a4641,6.0,valspar.com//en/colors/browse-colors/lowes/black/ebony-keys-8006-2g
2761,8004-47G,Downing Street,Black,,#454751,6.0,valspar.com//en/colors/browse-colors/lowes/black/downing-street-8004-47g
2762,2009-10,Roasted Coffee,Red,,#5e3d2f,5.989,valspar.com//en/colors/browse-colors/lowes/red/roasted-coffee-2009-10
2763,3010-10,Swiss Chocolate,Brown,Popular,#524237,5.942,valspar.com//en/colors/browse-colors/lowes/brown/swiss-chocolate-3010-10
2764,P034,Nordic Noir,Blue,The Classic Collection,#2a4763,5.912,valspar.com//en/colors/browse-colors/independent-retailers/blue/nordic-noir-p034
2765,5009-3,Deepest River,Black,,#3b4843,5.912,valspar.com//en/colors/browse-colors/lowes/black/deepest-river-5009-3
2766,1005-9A,Rich Chocolate,Red,,#613b2f,5.898,valspar.com//en/colors/browse-colors/lowes/red/rich-chocolate-1005-9a
2767,V109-6,Midnight Sonata,Blue,,#1d4864,5.86,valspar.com//en/colors/browse-colors/independent-retailers/blue/midnight-sonata-v109-6
2768,V070-6,Back of Beyond,Blue,Popular,#014b6b,5.827,valspar.com//en/colors/browse-colors/independent-retailers/blue/back-of-beyond-v070-6
2769,V039-6,Burnt Orchid,Purple,,#633457,5.807,valspar.com//en/colors/browse-colors/independent-retailers/purple/burnt-orchid-v039-6
2770,V110-6,Mykonos Reflection,Purple,,#234766,5.786,valspar.com//en/colors/browse-colors/independent-retailers/purple/mykonos-reflection-v110-6
2771,2011-10,Cabin Plank,Brown,Popular,#543f36,5.668,valspar.com//en/colors/browse-colors/lowes/brown/cabin-plank-2011-10
2772,4010-9,Jazzy Blue,Purple,,#323f76,5.575,valspar.com//en/colors/browse-colors/lowes/purple/jazzy-blue-4010-9
2773,4008-4C,Dutch Licorice,Blue,,#39444d,5.547,valspar.com//en/colors/browse-colors/lowes/blue/dutch-licorice-4008-4c
2774,5010-4,Peacock House,Green,,#2c4841,5.538,valspar.com//en/colors/browse-colors/lowes/green/peacock-house-5010-4
2775,V038-6,Purple Splendor,Purple,,#553763,5.503,valspar.com//en/colors/browse-colors/independent-retailers/purple/purple-splendor-v038-6
2776,4010-8,Enchanted Navy,Purple,Popular,#2a436a,5.495,valspar.com//en/colors/browse-colors/lowes/purple/enchanted-navy-4010-8
2777,M122,Brown Hen,Brown,The Natural Collection,#543d27,5.42,valspar.com//en/colors/browse-colors/independent-retailers/brown/brown-hen-m122
2778,1010-3,Heirloom Red,Red,"Popular,The Classic Collection",#7c1e20,5.327,valspar.com//en/colors/browse-colors/lowes/red/heirloom-red-1010-3
2779,T598,Garden Loam,Brown,The Classic Collection,#4e3f28,5.307,valspar.com//en/colors/browse-colors/independent-retailers/brown/garden-loam-t598
2780,V074-6,Deep Ocean Floor,Blue,,#2b406f,5.303,valspar.com//en/colors/browse-colors/independent-retailers/blue/deep-ocean-floor-v074-6
2781,P079,Lovestruck,Red,The Classic Collection,#6a2e34,5.256,valspar.com//en/colors/browse-colors/independent-retailers/red/lovestruck-p079
2782,6011-2,Burnt Tile,Brown,,#4c3e36,5.237,valspar.com//en/colors/browse-colors/lowes/brown/burnt-tile-6011-2
2783,V063-6,Forest Shadows,Green,,#014b39,5.228,valspar.com//en/colors/browse-colors/independent-retailers/green/forest-shadows-v063-6
2784,M240,Sapphire Earrings,Purple,The Bold Collection,#25416d,5.224,valspar.com//en/colors/browse-colors/independent-retailers/purple/sapphire-earrings-m240
2785,6009-1,Safari Brown,Black,Popular,#443f3e,5.157,valspar.com//en/colors/browse-colors/lowes/black/safari-brown-6009-1
2786,T595,Lava Cake,Brown,The Classic Collection,#513b33,5.14,valspar.com//en/colors/browse-colors/independent-retailers/brown/lava-cake-t595
2787,4010-1,Chimney Smoke,Black,Popular,#3a4044,5.038,valspar.com//en/colors/browse-colors/lowes/black/chimney-smoke-4010-1
2788,M257,Dark Chocolate,Brown,The Bold Collection,#493d34,5.018,valspar.com//en/colors/browse-colors/independent-retailers/brown/dark-chocolate-m257
2789,V103-6,Cathedral View,Blue,,#014849,5.003,valspar.com//en/colors/browse-colors/independent-retailers/blue/cathedral-view-v103-6
2790,8003-45G,Time's Current,Blue,,#20415c,5.0,valspar.com//en/colors/browse-colors/lowes/blue/times-current-8003-45g
2791,8003-37G,Midsummer Night,Blue,,#1e4540,5.0,valspar.com//en/colors/browse-colors/lowes/blue/midsummer-night-8003-37g
2792,8005-1G,Magpie,Black,,#3f3e39,5.0,valspar.com//en/colors/browse-colors/lowes/black/magpie-8005-1g
2793,8005-6G,Gondola,Brown,,#473d32,5.0,valspar.com//en/colors/browse-colors/lowes/brown/gondola-8005-6g
2794,8004-5G,Christmas Pudding,Brown,,#4a3a39,5.0,valspar.com//en/colors/browse-colors/lowes/brown/christmas-pudding-8004-5g
2795,8006-11F,Arrowhead,Gray,,#424040,5.0,valspar.com//en/colors/browse-colors/lowes/gray/arrowhead-8006-11f
2796,8006-4G,Caviar,Black,Popular,#3c3e3c,5.0,valspar.com//en/colors/browse-colors/lowes/black/caviar-8006-4g
2797,T593,One Dozen,Red,The Classic Collection,#5e342b,4.98,valspar.com//en/colors/browse-colors/independent-retailers/red/one-dozen-t593
2798,V087-6,Fresh Roe,Brown,Popular,#4d3c2a,4.944,valspar.com//en/colors/browse-colors/independent-retailers/brown/fresh-roe-v087-6
