,id,name,category,collection,hex,lrv,link
1230,V094-3,Far Side of the Mountain,Neutral,,#c7b695,48.03,valspar.com//en/colors/browse-colors/independent-retailers/neutral/far-side-of-the-mountain-v094-3
1231,3008-10A,Freshly Baked,Neutral,,#c6b6a0,48.005,valspar.com//en/colors/browse-colors/lowes/neutral/freshly-baked-3008-10a
1232,8001-47C,Beloved,Purple,,#b3b5dd,48.0,valspar.com//en/colors/browse-colors/lowes/purple/beloved-8001-47c
1233,8002-7C,Shaded Primrose,Red,,#eaa8a8,48.0,valspar.com//en/colors/browse-colors/lowes/red/shaded-primrose-8002-7c
1234,8004-25C,Seine and Sensibility,Green,,#c2b8a1,48.0,valspar.com//en/colors/browse-colors/lowes/green/seine-and-sensibility-8004-25c
1235,8003-34D,Bog Fog,Green,,#b1bcb1,48.0,valspar.com//en/colors/browse-colors/lowes/green/bog-fog-8003-34d
1236,8001-25E,Pickled Peppers,Green,,#d7b526,48.0,valspar.com//en/colors/browse-colors/lowes/green/pickled-peppers-8001-25e
1237,8004-35C,Jolene,Blue,The Natural Collection,#acbcbd,48.0,valspar.com//en/colors/browse-colors/lowes/blue/jolene-8004-35c
1238,8001-42C,Moment of Grace,Blue,,#83c1e2,48.0,valspar.com//en/colors/browse-colors/lowes/blue/moment-of-grace-8001-42c
1239,4008-9C,Billow,Blue,,#76c2e3,47.987,valspar.com//en/colors/browse-colors/lowes/blue/billow-4008-9c
1240,T628,Mossy,Green,The Classic Collection,#b7baa3,47.926,valspar.com//en/colors/browse-colors/independent-retailers/green/mossy-t628
1241,2008-10A,Mesa Tumbleweed,Neutral,,#c7b5a4,47.909,valspar.com//en/colors/browse-colors/lowes/neutral/mesa-tumbleweed-2008-10a
1242,V081-3,Terra Cotta Blush,Orange,,#dfac9e,47.845,valspar.com//en/colors/browse-colors/independent-retailers/orange/terra-cotta-blush-v081-3
1243,5001-1B,Grey Brook,Gray,,#aebabd,47.845,valspar.com//en/colors/browse-colors/lowes/gray/grey-brook-5001-1b
1244,T523,Toasted Beige,Orange,The Classic Collection,#d7b0a1,47.822,valspar.com//en/colors/browse-colors/independent-retailers/orange/toasted-beige-t523
1245,3003-5C,Imperial Gold,Yellow,,#deaf79,47.77,valspar.com//en/colors/browse-colors/lowes/yellow/imperial-gold-3003-5c
1246,3002-10A,Warm Buff,Neutral,,#d1b390,47.75,valspar.com//en/colors/browse-colors/lowes/neutral/warm-buff-3002-10a
1247,5002-7C,Tidal Wave,Blue,,#84c1cf,47.731,valspar.com//en/colors/browse-colors/lowes/blue/tidal-wave-5002-7c
1248,4005-3B,Glacier Mist,Blue,,#a7bac9,47.722,valspar.com//en/colors/browse-colors/lowes/blue/glacier-mist-4005-3b
1249,6002-10A,Lavish Green,Blue,,#6bc9a9,47.718,valspar.com//en/colors/browse-colors/lowes/blue/lavish-green-6002-10a
1250,V134-3,Sandy Trail,Neutral,Popular,#c8b59d,47.692,valspar.com//en/colors/browse-colors/independent-retailers/neutral/sandy-trail-v134-3
1251,M129,Calfskin,Neutral,The Natural Collection,#cab598,47.688,valspar.com//en/colors/browse-colors/independent-retailers/neutral/calfskin-m129
1252,1002-2A,Pink Frenzy,Red,,#eaa4bf,47.649,valspar.com//en/colors/browse-colors/lowes/red/pink-frenzy-1002-2a
1253,M133,My Piazza,Neutral,The Natural Collection,#ccb39d,47.594,valspar.com//en/colors/browse-colors/independent-retailers/neutral/my-piazza-m133
1254,5008-5C,Heartland Frosty,Green,,#a2c094,47.552,valspar.com//en/colors/browse-colors/lowes/green/heartland-frosty-5008-5c
1255,M208,Median Green,Blue,The Bold Collection,#adbbad,47.466,valspar.com//en/colors/browse-colors/independent-retailers/blue/median-green-m208
1256,V144-3,Simple Gray,Gray,Popular,#b8b8aa,47.417,valspar.com//en/colors/browse-colors/independent-retailers/gray/simple-gray-v144-3
1257,V141-4,In the Shadows,Gray,,#b0b9b4,47.304,valspar.com//en/colors/browse-colors/independent-retailers/gray/in-the-shadows-v141-4
1258,V135-3,Counterpoint,Neutral,,#c1b6a5,47.255,valspar.com//en/colors/browse-colors/independent-retailers/neutral/counterpoint-v135-3
1259,6007-8C,Martian,Green,,#acc137,47.244,valspar.com//en/colors/browse-colors/lowes/green/martian-6007-8c
1260,P012,Tan Suede,Neutral,The Classic Collection,#cbb399,47.218,valspar.com//en/colors/browse-colors/independent-retailers/neutral/tan-suede-p012
1261,4007-5C,Memorybook Blue,Blue,,#9dbcc9,47.182,valspar.com//en/colors/browse-colors/lowes/blue/memorybook-blue-4007-5c
1262,2005-8A,Mojave Sunset,Orange,,#dbad93,47.181,valspar.com//en/colors/browse-colors/lowes/orange/mojave-sunset-2005-8a
1263,V131-3,Panko,Neutral,,#c9b3a0,47.166,valspar.com//en/colors/browse-colors/independent-retailers/neutral/panko-v131-3
1264,4006-1B,Voyage,Gray,Popular,#b2b8bc,47.166,valspar.com//en/colors/browse-colors/lowes/gray/voyage-4006-1b
1265,T579,Kiln Clay,Neutral,The Classic Collection,#c0b6a0,47.143,valspar.com//en/colors/browse-colors/independent-retailers/neutral/kiln-clay-t579
1266,T677,Green Motif,Gray,The Classic Collection,#b7b8a6,47.139,valspar.com//en/colors/browse-colors/independent-retailers/gray/green-motif-t677
1267,6003-1B,Frappe,Neutral,Popular,#bdb6aa,47.132,valspar.com//en/colors/browse-colors/lowes/neutral/frappe-6003-1b
1268,2006-10B,Gallery Grey,Neutral,"Popular,2021 Color Of The Year",#c2b5a7,47.114,valspar.com//en/colors/browse-colors/lowes/neutral/gallery-grey-2006-10b
1269,V140-3,Rock Solid,Gray,,#b3b8b2,47.084,valspar.com//en/colors/browse-colors/independent-retailers/gray/rock-solid-v140-3
1270,P025,Salon Green,Green,The Classic Collection,#a7bca6,47.014,valspar.com//en/colors/browse-colors/independent-retailers/green/salon-green-p025
1271,8003-1B,Pocketful of Posies,Purple,,#beb3be,47.0,valspar.com//en/colors/browse-colors/lowes/purple/pocketful-of-posies-8003-1b
1272,8003-28D,Fields Afar,Green,The Natural Collection,#beb88f,47.0,valspar.com//en/colors/browse-colors/lowes/green/fields-afar-8003-28d
1273,8002-43C,Angel Sol,Blue,,#90bdd3,47.0,valspar.com//en/colors/browse-colors/lowes/blue/angel-sol-8002-43c
1274,8005-5C,Counterpoint,Neutral,,#c1b6a5,47.0,valspar.com//en/colors/browse-colors/lowes/neutral/counterpoint-8005-5c
1275,8005-4C,Luxe Gray,Neutral,,#bfb6aa,47.0,valspar.com//en/colors/browse-colors/lowes/neutral/luxe-gray-8005-4c
1276,8004-18C,Hazy Earth,Neutral,,#cbb393,47.0,valspar.com//en/colors/browse-colors/lowes/neutral/hazy-earth-8004-18c
1277,8004-30D,Gray-Green Linen,Gray,,#b5b7af,47.0,valspar.com//en/colors/browse-colors/lowes/gray/gray-green-linen-8004-30d
1278,8004-29C,Simple Gray,Gray,The Natural Collection,#b8b8aa,47.0,valspar.com//en/colors/browse-colors/lowes/gray/simple-gray-8004-29c
1279,8003-33C,Salon Green,Green,Popular,#a7bca6,47.0,valspar.com//en/colors/browse-colors/lowes/green/salon-green-8003-33c
1280,V064-3,Float Your Boat,Blue,,#8cc1b5,46.959,valspar.com//en/colors/browse-colors/independent-retailers/blue/float-your-boat-v064-3
1281,2002-1C,Ripe Melon,Orange,,#fc9f74,46.877,valspar.com//en/colors/browse-colors/lowes/orange/ripe-melon-2002-1c
1282,5002-1B,Smoke Infusion,Gray,,#b1b8b3,46.827,valspar.com//en/colors/browse-colors/lowes/gray/smoke-infusion-5002-1b
1283,T563,Woven Cashmere,Neutral,The Classic Collection,#c4b3ab,46.81,valspar.com//en/colors/browse-colors/independent-retailers/neutral/woven-cashmere-t563
1284,V142-3,Gray-Green Linen,Gray,2021 Color Of The Year,#b5b7af,46.794,valspar.com//en/colors/browse-colors/independent-retailers/gray/gray-green-linen-v142-3
1285,2004-4A,Coral Reef,Orange,Popular,#f99f8c,46.77,valspar.com//en/colors/browse-colors/lowes/orange/coral-reef-2004-4a
1286,V047-4,Tawny Daylily,Orange,,#f1a564,46.753,valspar.com//en/colors/browse-colors/independent-retailers/orange/tawny-daylily-v047-4
1287,5003-3C,April Thicket,Green,,#a8baaf,46.726,valspar.com//en/colors/browse-colors/lowes/green/april-thicket-5003-3c
1288,3003-8A,Young at Heart,Yellow,,#d6b080,46.723,valspar.com//en/colors/browse-colors/lowes/yellow/young-at-heart-3003-8a
1289,M303,Scenic View,Green,The Soft Collection,#95bfb1,46.606,valspar.com//en/colors/browse-colors/independent-retailers/green/scenic-view-m303
1290,5008-1C,Sandy Sage,Neutral,,#bcb5a5,46.594,valspar.com//en/colors/browse-colors/lowes/neutral/sandy-sage-5008-1c
1291,T626,Fanfare,Green,The Classic Collection,#afb9a8,46.588,valspar.com//en/colors/browse-colors/independent-retailers/green/fanfare-t626
1292,V051-3,Montana Wheat Field,Orange,,#e1ac6a,46.582,valspar.com//en/colors/browse-colors/independent-retailers/orange/montana-wheat-field-v051-3
1293,4003-3C,Misty Morning Dew,Purple,,#aeb6c3,46.514,valspar.com//en/colors/browse-colors/lowes/purple/misty-morning-dew-4003-3c
1294,6002-3C,Sumptuous Sage,Green,,#b9b891,46.514,valspar.com//en/colors/browse-colors/lowes/green/sumptuous-sage-6002-3c
1295,2007-10B,Clean Sweep,Neutral,Popular,#c4b3a4,46.482,valspar.com//en/colors/browse-colors/lowes/neutral/clean-sweep-2007-10b
1296,M353,Riffin' on Green,Blue,The Soft Collection,#9ebcb2,46.473,valspar.com//en/colors/browse-colors/independent-retailers/blue/riffin-on-green-m353
1297,M313,Mediterranean Dusk,Gray,The Soft Collection,#a8bab3,46.471,valspar.com//en/colors/browse-colors/independent-retailers/gray/mediterranean-dusk-m313
1298,V139-3,Lagoon Reflection,Gray,2023 Color Of The Year,#a9b8bb,46.432,valspar.com//en/colors/browse-colors/independent-retailers/gray/lagoon-reflection-v139-3
1299,V119-1,Kitty Whiskers,Gray,,#b7b5b0,46.418,valspar.com//en/colors/browse-colors/independent-retailers/gray/kitty-whiskers-v119-1
1300,V052-3,Gilt Trip,Orange,,#e4ab5a,46.344,valspar.com//en/colors/browse-colors/independent-retailers/orange/gilt-trip-v052-3
1301,V122-2,Sculpting Clay,Gray,,#bab5ac,46.338,valspar.com//en/colors/browse-colors/independent-retailers/gray/sculpting-clay-v122-2
1302,T531,Swanky Gray,Gray,The Classic Collection,#b8b5b1,46.326,valspar.com//en/colors/browse-colors/independent-retailers/gray/swanky-gray-t531
1303,T690,Patrick's Eyes,Neutral,The Classic Collection,#bcb5a2,46.324,valspar.com//en/colors/browse-colors/independent-retailers/neutral/patricks-eyes-t690
1304,V126-3,Rosy Linen,Neutral,,#c4b1af,46.29,valspar.com//en/colors/browse-colors/independent-retailers/neutral/rosy-linen-v126-3
1305,V049-4,Ba-Dum Ching!,Orange,,#eca75e,46.276,valspar.com//en/colors/browse-colors/independent-retailers/orange/ba-dum-ching-v049-4
1306,5003-10A,Fiesta Blue,Blue,,#6ac2d6,46.274,valspar.com//en/colors/browse-colors/lowes/blue/fiesta-blue-5003-10a
1307,V050-3,King's Ransom,Orange,,#e6a961,46.244,valspar.com//en/colors/browse-colors/independent-retailers/orange/kings-ransom-v050-3
1308,V065-4,Enchanted Isle,Blue,,#84c0bc,46.226,valspar.com//en/colors/browse-colors/independent-retailers/blue/enchanted-isle-v065-4
1309,V028-2,Setting Sail,Blue,Popular,#50c7c1,46.217,valspar.com//en/colors/browse-colors/independent-retailers/blue/setting-sail-v028-2
1310,V138-3,Driftwood Blues,Gray,,#aab7bf,46.207,valspar.com//en/colors/browse-colors/independent-retailers/gray/driftwood-blues-v138-3
1311,T686,Silver Moss,Gray,The Classic Collection,#b1b7ad,46.178,valspar.com//en/colors/browse-colors/independent-retailers/gray/silver-moss-t686
1312,2003-6B,Sweet Marmalade,Red,,#e9a58c,46.136,valspar.com//en/colors/browse-colors/lowes/red/sweet-marmalade-2003-6b
1313,2008-8B,Maple Leaf,Orange,2021 Color Of The Year,#ceaf93,46.093,valspar.com//en/colors/browse-colors/lowes/orange/maple-leaf-2008-8b
1314,T571,Michigan Avenue,Gray,The Classic Collection,#b7b4b0,46.037,valspar.com//en/colors/browse-colors/independent-retailers/gray/michigan-avenue-t571
1315,V121-1,Silver Bonnet,Gray,,#b5b5b0,46.009,valspar.com//en/colors/browse-colors/independent-retailers/gray/silver-bonnet-v121-1
1316,8004-1C,Frisky Whiskers,Purple,,#b8b3b6,46.0,valspar.com//en/colors/browse-colors/lowes/purple/frisky-whiskers-8004-1c
1317,8004-39C,Soft Shore,Blue,,#a2b9c1,46.0,valspar.com//en/colors/browse-colors/lowes/blue/soft-shore-8004-39c
1318,8004-37D,Lagoon Reflection,Blue,,#a9b8bb,46.0,valspar.com//en/colors/browse-colors/lowes/blue/lagoon-reflection-8004-37d
1319,8002-38D,Cerulean Skies,Blue,,#7ebfc5,46.0,valspar.com//en/colors/browse-colors/lowes/blue/cerulean-skies-8002-38d
1320,8004-4C,Rosy Linen,Neutral,,#c4b1af,46.0,valspar.com//en/colors/browse-colors/lowes/neutral/rosy-linen-8004-4c
1321,8006-12C,Ganymede,Gray,,#b8b4b4,46.0,valspar.com//en/colors/browse-colors/lowes/gray/ganymede-8006-12c
1322,8004-48C,Titanium Man,Gray,,#b6b4bb,46.0,valspar.com//en/colors/browse-colors/lowes/gray/titanium-man-8004-48c
1323,V124-3,Ganymede,Gray,,#b8b4b4,45.997,valspar.com//en/colors/browse-colors/independent-retailers/gray/ganymede-v124-3
1324,V011-2,Off-the-Leash Orange,Orange,Popular,#ff9d45,45.971,valspar.com//en/colors/browse-colors/independent-retailers/orange/off-the-leash-orange-v011-2
1325,4007-1B,Autumn Fog,Gray,,#aeb6b7,45.931,valspar.com//en/colors/browse-colors/lowes/gray/autumn-fog-4007-1b
1326,V099-3,Gray Embrace,Blue,,#a8b8af,45.807,valspar.com//en/colors/browse-colors/independent-retailers/blue/gray-embrace-v099-3
1327,3006-5B,Pirate's Treasure,Yellow,Popular,#e5a956,45.799,valspar.com//en/colors/browse-colors/lowes/yellow/pirates-treasure-3006-5b
1328,V105-3,Winter Moss,Blue,,#9fb9bf,45.798,valspar.com//en/colors/browse-colors/independent-retailers/blue/winter-moss-v105-3
1329,1001-1C,Pink Plunge,Purple,,#e0a1cd,45.791,valspar.com//en/colors/browse-colors/lowes/purple/pink-plunge-1001-1c
1330,3008-5B,Dylan Velvet,Yellow,,#d3b05e,45.755,valspar.com//en/colors/browse-colors/lowes/yellow/dylan-velvet-3008-5b
1331,M340,Mountain Boulder,Gray,The Soft Collection,#bab3b0,45.738,valspar.com//en/colors/browse-colors/independent-retailers/gray/mountain-boulder-m340
1332,T517,Sun-Drenched,Yellow,The Classic Collection,#e1aa6a,45.718,valspar.com//en/colors/browse-colors/independent-retailers/yellow/sun-drenched-t517
1333,V125-3,Frisky Whiskers,Gray,,#b8b3b6,45.666,valspar.com//en/colors/browse-colors/independent-retailers/gray/frisky-whiskers-v125-3
1334,P058,Spring Ahead,Green,The Classic Collection,#b5b968,45.625,valspar.com//en/colors/browse-colors/independent-retailers/green/spring-ahead-p058
1335,6004-1B,Soulful Grey,Neutral,,#b8b4aa,45.619,valspar.com//en/colors/browse-colors/lowes/neutral/soulful-grey-6004-1b
1336,V092-3,Prairie,Neutral,,#d7ad6c,45.591,valspar.com//en/colors/browse-colors/independent-retailers/neutral/prairie-v092-3
1337,V067-3,Cerulean Skies,Blue,,#7ebfc5,45.545,valspar.com//en/colors/browse-colors/independent-retailers/blue/cerulean-skies-v067-3
1338,V078-3,Mediterranean Sunset,Red,,#c8aeb0,45.445,valspar.com//en/colors/browse-colors/independent-retailers/red/mediterranean-sunset-v078-3
1339,V103-3,Warm Breezes,Blue,,#9bb9bd,45.426,valspar.com//en/colors/browse-colors/independent-retailers/blue/warm-breezes-v103-3
1340,P055,Golden Pagoda,Yellow,The Classic Collection,#d2af68,45.403,valspar.com//en/colors/browse-colors/independent-retailers/yellow/golden-pagoda-p055
1341,P032,Matt on Monday,Gray,The Classic Collection,#a4b7be,45.403,valspar.com//en/colors/browse-colors/independent-retailers/gray/matt-on-monday-p032
1342,P101,Nursery Wall,Green,The Classic Collection,#9bbab4,45.384,valspar.com//en/colors/browse-colors/independent-retailers/green/nursery-wall-p101
1343,T674,Flock of Seagulls,Gray,The Classic Collection,#abb6b4,45.366,valspar.com//en/colors/browse-colors/independent-retailers/gray/flock-of-seagulls-t674
1344,V066-3,Aquamarine,Blue,,#87bdbc,45.363,valspar.com//en/colors/browse-colors/independent-retailers/blue/aquamarine-v066-3
1345,T682,Heron Wing,Blue,The Classic Collection,#a1b7c3,45.356,valspar.com//en/colors/browse-colors/independent-retailers/blue/heron-wing-t682
1346,4004-1B,Urban Sunrise,Gray,Popular,#b3b4b0,45.311,valspar.com//en/colors/browse-colors/lowes/gray/urban-sunrise-4004-1b
1347,4008-1B,Polished Silver,Gray,Popular,#b1b4b2,45.306,valspar.com//en/colors/browse-colors/lowes/gray/polished-silver-4008-1b
1348,6007-3C,Withered Moss,Green,,#c1b28b,45.286,valspar.com//en/colors/browse-colors/lowes/green/withered-moss-6007-3c
1349,V136-3,Streamlined Gray,Gray,,#b1b3b9,45.191,valspar.com//en/colors/browse-colors/independent-retailers/gray/streamlined-gray-v136-3
1350,T621,Cold Snap,Gray,The Classic Collection,#a6b5c1,45.182,valspar.com//en/colors/browse-colors/independent-retailers/gray/cold-snap-t621
1351,2001-1C,Poppy Petal,Orange,,#f99b83,45.143,valspar.com//en/colors/browse-colors/lowes/orange/poppy-petal-2001-1c
1352,T671,Bedside Manner,Gray,The Classic Collection,#aab5bf,45.139,valspar.com//en/colors/browse-colors/independent-retailers/gray/bedside-manner-t671
1353,1006-10B,Damask Dunes,Red,,#cdaca2,45.137,valspar.com//en/colors/browse-colors/lowes/red/damask-dunes-1006-10b
1354,V077-3,Twilight Bloom,Red,,#c9abb9,45.134,valspar.com//en/colors/browse-colors/independent-retailers/red/twilight-bloom-v077-3
1355,T683,Blue Goblin,Blue,The Classic Collection,#9fb7c1,45.095,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-goblin-t683
1356,2003-8A,Arizona Dust,Red,2021 Color Of The Year,#dca78f,45.092,valspar.com//en/colors/browse-colors/lowes/red/arizona-dust-2003-8a
1357,3003-10A,Moose Mousse,Neutral,Popular,#c6af98,45.075,valspar.com//en/colors/browse-colors/lowes/neutral/moose-mousse-3003-10a
1358,1005-10B,Lovebug,Red,,#c8ada8,45.035,valspar.com//en/colors/browse-colors/lowes/red/lovebug-1005-10b
1359,M344,Chance of Showers,Blue,The Soft Collection,#9fb8b7,45.028,valspar.com//en/colors/browse-colors/independent-retailers/blue/chance-of-showers-m344
1360,V058-4,Golden Green,Green,,#b7b678,45.005,valspar.com//en/colors/browse-colors/independent-retailers/green/golden-green-v058-4
1361,V106-3,Déjà Blue,Blue,,#99b8c4,45.003,valspar.com//en/colors/browse-colors/independent-retailers/blue/deja-blue-v106-3
1362,8004-40C,Matt on Monday,Blue,,#a4b7be,45.0,valspar.com//en/colors/browse-colors/lowes/blue/matt-on-monday-8004-40c
1363,8004-46C,Streamlined Gray,Gray,,#b1b3b9,45.0,valspar.com//en/colors/browse-colors/lowes/gray/streamlined-gray-8004-46c
1364,8003-41C,Arctic Sunrise,Blue,Popular,#94b8c7,45.0,valspar.com//en/colors/browse-colors/lowes/blue/arctic-sunrise-8003-41c
1365,M228,Artisan Blue,Gray,The Bold Collection,#a3b6bb,44.969,valspar.com//en/colors/browse-colors/independent-retailers/gray/artisan-blue-m228
1366,1001-6A,Orchid House,Purple,,#b9aecc,44.966,valspar.com//en/colors/browse-colors/lowes/purple/orchid-house-1001-6a
1367,3005-5C,Ambitious,Yellow,,#dbaa6d,44.943,valspar.com//en/colors/browse-colors/lowes/yellow/ambitious-3005-5c
1368,V039-3,Tranquil Dusk,Purple,,#cda8be,44.891,valspar.com//en/colors/browse-colors/independent-retailers/purple/tranquil-dusk-v039-3
1369,V040-3,Amelia,Purple,,#dca2c1,44.862,valspar.com//en/colors/browse-colors/independent-retailers/purple/amelia-v040-3
1370,V021-2,Green Curry,Green,,#adb977,44.858,valspar.com//en/colors/browse-colors/independent-retailers/green/green-curry-v021-2
1371,1004-2A,Harmonious Rose,Red,,#f199b1,44.79,valspar.com//en/colors/browse-colors/lowes/red/harmonious-rose-1004-2a
1372,V076-3,Lilac Blossom,Purple,,#bcafba,44.775,valspar.com//en/colors/browse-colors/independent-retailers/purple/lilac-blossom-v076-3
1373,6001-8A,Kelp,Green,,#8abea2,44.772,valspar.com//en/colors/browse-colors/lowes/green/kelp-6001-8a
1374,1006-2A,Sweet Sixteen,Red,,#f39aa4,44.701,valspar.com//en/colors/browse-colors/lowes/red/sweet-sixteen-1006-2a
1375,V111-3,Blue Echo,Purple,Popular,#a8b4c4,44.692,valspar.com//en/colors/browse-colors/independent-retailers/purple/blue-echo-v111-3
1376,V023-2,Leprechaun Laugh,Green,,#8bc076,44.66,valspar.com//en/colors/browse-colors/independent-retailers/green/leprechaun-laugh-v023-2
1377,V117-2,Wheels Up!,Gray,,#adb4b4,44.65,valspar.com//en/colors/browse-colors/independent-retailers/gray/wheels-up-v117-2
1378,P021,Fresh Peas,Green,The Classic Collection,#c2b279,44.584,valspar.com//en/colors/browse-colors/independent-retailers/green/fresh-peas-p021
1379,V068-3,Mosaic Blue,Blue,,#86bac8,44.579,valspar.com//en/colors/browse-colors/independent-retailers/blue/mosaic-blue-v068-3
1380,4001-10A,Plink,Purple,,#caa6cf,44.387,valspar.com//en/colors/browse-colors/lowes/purple/plink-4001-10a
1381,5006-10A,Bayside,Blue,Popular,#4bc3bc,44.311,valspar.com//en/colors/browse-colors/lowes/blue/bayside-5006-10a
1382,2008-1A,Monarch Wing,Orange,,#fe9a20,44.206,valspar.com//en/colors/browse-colors/lowes/orange/monarch-wing-2008-1a
1383,4001-1B,Winter Calm,Gray,,#b8b0ae,44.127,valspar.com//en/colors/browse-colors/lowes/gray/winter-calm-4001-1b
1384,6005-10B,Jaunty Green,Green,,#8bc063,44.115,valspar.com//en/colors/browse-colors/lowes/green/jaunty-green-6005-10b
1385,P068,Blue Bird Morning,Blue,The Classic Collection,#86b9cb,44.111,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-bird-morning-p068
1386,V110-4,Morris Blue,Purple,,#9db4cc,44.067,valspar.com//en/colors/browse-colors/independent-retailers/purple/morris-blue-v110-4
1387,3001-8A,Pale Powder,Neutral,,#cdab92,44.063,valspar.com//en/colors/browse-colors/lowes/neutral/pale-powder-3001-8a
1388,8004-38C,Cat's Meow,Blue,,#9fb4bd,44.0,valspar.com//en/colors/browse-colors/lowes/blue/cats-meow-8004-38c
1389,8002-41C,Aster,Blue,,#89b8c7,44.0,valspar.com//en/colors/browse-colors/lowes/blue/aster-8002-41c
1390,8002-40D,Ocean Horizon,Blue,,#6fbdd3,44.0,valspar.com//en/colors/browse-colors/lowes/blue/ocean-horizon-8002-40d
1391,V108-3,Glacier Bay,Blue,,#9ab5c6,43.967,valspar.com//en/colors/browse-colors/independent-retailers/blue/glacier-bay-v108-3
1392,V075-3,Really Romantic,Purple,,#bdabc1,43.961,valspar.com//en/colors/browse-colors/independent-retailers/purple/really-romantic-v075-3
1393,1007-2A,Antique Coral,Red,,#ee9b98,43.941,valspar.com//en/colors/browse-colors/lowes/red/antique-coral-1007-2a
1394,4006-3B,Palisade Blue,Blue,The Classic Collection,#9fb4c2,43.886,valspar.com//en/colors/browse-colors/lowes/blue/palisade-blue-4006-3b
1395,V091-3,Whole Grain,Neutral,,#d1ab76,43.861,valspar.com//en/colors/browse-colors/independent-retailers/neutral/whole-grain-v091-3
1396,V030-2,Blue Fiesta,Blue,,#57bed7,43.826,valspar.com//en/colors/browse-colors/independent-retailers/blue/blue-fiesta-v030-2
1397,V024-2,Jolt of Green,Green,,#77c27e,43.816,valspar.com//en/colors/browse-colors/independent-retailers/green/jolt-of-green-v024-2
1398,V074-4,Lavender Blue,Blue,,#a2b2ce,43.78,valspar.com//en/colors/browse-colors/independent-retailers/blue/lavender-blue-v074-4
1399,V003-2,Flower Power,Red,,#e09bc9,43.551,valspar.com//en/colors/browse-colors/independent-retailers/red/flower-power-v003-2
1400,6005-3C,Oakmoss,Green,Popular,#b9b18d,43.524,valspar.com//en/colors/browse-colors/lowes/green/oakmoss-6005-3c
1401,5004-10A,Rapids,Blue,,#52bfc7,43.359,valspar.com//en/colors/browse-colors/lowes/blue/rapids-5004-10a
1402,V089-3,Toasty,Neutral,,#d0a97f,43.347,valspar.com//en/colors/browse-colors/independent-retailers/neutral/toasty-v089-3
1403,T515,New Mexico Mesa,Orange,The Classic Collection,#dba57d,43.333,valspar.com//en/colors/browse-colors/independent-retailers/orange/new-mexico-mesa-t515
1404,5006-3C,Green Trellis,Green,"Popular,2023 Color Of The Year",#a7b49f,43.325,valspar.com//en/colors/browse-colors/lowes/green/green-trellis-5006-3c
1405,P072,Blue Magpie,Purple,The Classic Collection,#8bb5d9,43.287,valspar.com//en/colors/browse-colors/independent-retailers/purple/blue-magpie-p072
1406,V038-3,Meadow Thistle,Purple,Popular,#c2a6cc,43.229,valspar.com//en/colors/browse-colors/independent-retailers/purple/meadow-thistle-v038-3
1407,6004-10A,Green Shimmer,Green,,#79c080,43.209,valspar.com//en/colors/browse-colors/lowes/green/green-shimmer-6004-10a
1408,1007-3C,Second Blush,Red,,#e89aac,43.184,valspar.com//en/colors/browse-colors/lowes/red/second-blush-1007-3c
1409,V048-4,Nice Tan,Orange,,#daa57a,43.152,valspar.com//en/colors/browse-colors/independent-retailers/orange/nice-tan-v048-4
1410,V032-2,Naxos Sky,Blue,,#59bcda,43.091,valspar.com//en/colors/browse-colors/independent-retailers/blue/naxos-sky-v032-2
1411,M226,Queen Anne,Yellow,The Bold Collection,#eba101,43.076,valspar.com//en/colors/browse-colors/independent-retailers/yellow/queen-anne-m226
1412,3004-5B,Safari Sun,Yellow,,#dfa45d,43.043,valspar.com//en/colors/browse-colors/lowes/yellow/safari-sun-3004-5b
1413,8004-44C,Blue Echo,Purple,,#a4b1c1,43.0,valspar.com//en/colors/browse-colors/lowes/purple/blue-echo-8004-44c
1414,8003-48C,Soul Sister,Purple,,#acaec4,43.0,valspar.com//en/colors/browse-colors/lowes/purple/soul-sister-8003-48c
1415,8001-8D,Petal Power,Red,,#f393a9,43.0,valspar.com//en/colors/browse-colors/lowes/red/petal-power-8001-8d
1416,8003-21D,Castell Harlech,Yellow,,#cca97c,43.0,valspar.com//en/colors/browse-colors/lowes/yellow/castell-harlech-8003-21d
1417,8002-33D,Green-Eyed Lady,Green,,#8aba97,43.0,valspar.com//en/colors/browse-colors/lowes/green/green-eyed-lady-8002-33d
1418,8004-17D,Fiddlesticks,Neutral,,#c9aa87,43.0,valspar.com//en/colors/browse-colors/lowes/neutral/fiddlesticks-8004-17d
1419,8006-8C,Granite Fog,Gray,,#a6b1b9,43.0,valspar.com//en/colors/browse-colors/lowes/gray/granite-fog-8006-8c
1420,8004-47C,A Month of Sundays,Gray,,#adb0ba,43.0,valspar.com//en/colors/browse-colors/lowes/gray/a-month-of-sundays-8004-47c
1421,8004-41C,Hibernate,Gray,,#a2b1ba,43.0,valspar.com//en/colors/browse-colors/lowes/gray/hibernate-8004-41c
1422,8003-37D,Renew Blue,Blue,2024 Color Of The Year,#99b6b3,43.0,valspar.com//en/colors/browse-colors/lowes/blue/renew-blue-8003-37d
1423,5007-5C,Rolling Glen,Green,,#a0b692,42.99,valspar.com//en/colors/browse-colors/lowes/green/rolling-glen-5007-5c
1424,1003-1C,Positively Pink,Red,,#eb97b2,42.966,valspar.com//en/colors/browse-colors/lowes/red/positively-pink-1003-1c
